,dropoff_location_id,dropoff_latitude,dropoff_longitude
85,85,40.73477936,-73.98471069
86,86,40.73123932,-73.98262024
87,87,40.77202988,-73.95974731
88,88,40.77154922,-73.95327759
89,89,40.75009155,-73.99150848
90,90,40.72703171,-73.98646545
91,91,40.79051208,-73.93946838
92,92,40.74585342,-73.99153137
93,93,40.77882385,-73.97775269
94,94,40.7563591,-73.98736572
95,95,40.60926056,-74.65130615
96,96,40.71889114,-73.99603271
97,97,40.70756149,-74.00724792
98,98,40.70896149,-74.00531769
99,99,40.73230362,-73.98908997
100,100,40.7281723,-73.98314667
101,101,40.75673676,-73.98958588
102,102,40.78435898,-73.97737122
103,103,40.73490524,-73.99717712
104,104,40.84296036,-73.94049835
105,105,40.80189896,-73.96305847
106,106,40.76893234,-73.98882294
107,107,40.65417862,-73.96178436
108,108,40.79091644,-73.94728851
109,109,40.71928024,-73.99694824
110,110,40.77033234,-73.967659
111,111,40.69405746,-73.97296906
112,112,40.80948257,-73.95303345
113,113,40.73814392,-74.00899506
114,114,40.7199707,-74.00258636
115,115,40.71672058,-74.01359558
116,116,0.0,0.0
117,117,40.74867249,-73.94239044
118,118,40.75306702,-73.98130798
119,119,40.73762512,-73.98394775
120,120,40.75478363,-73.96868896
121,121,40.79297638,-73.96783447
122,122,40.84827042,-73.9393692
123,123,40.76599884,-73.98504639
124,124,40.73129272,-74.0013504
125,125,40.68935776,-73.97851563
126,126,40.72565842,-73.89971924
127,127,40.74768829,-73.99633789
128,128,40.75631714,-73.97261047
129,129,40.65682983,-73.79316711
130,130,40.78361893,-73.97730255
131,131,40.71455765,-73.97976685
132,132,40.76502609,-73.98795319
133,133,40.75630951,-73.98918915
134,134,40.76688385,-73.98316193
135,135,40.81586838,-73.96041107
136,136,40.76454163,-73.98337555
137,137,40.76095963,-73.99897003
138,138,40.74953079,-73.95220947
139,139,40.75021362,-73.98527527
140,140,40.71376419,-73.97911835
141,141,40.83939362,-73.93750763
142,142,40.7746048,-73.95589447
143,143,40.71068954,-73.95819092
144,144,40.7472496,-73.98757172
145,145,40.83351898,-73.860466
146,146,40.71660233,-73.99319458
147,147,40.77064514,-73.98216248
148,148,40.78030777,-73.98522949
149,149,40.74972916,-73.97218323
150,150,40.72655106,-73.99188232
151,151,40.76401138,-73.96259308
152,152,40.73810959,-74.00469208
153,153,40.69880676,-73.93786621
154,154,40.76885223,-73.98141479
155,155,40.71852112,-73.99497223
156,156,40.74037552,-73.92498016
157,157,40.76784134,-73.966362
158,158,40.84886932,-73.90825653
159,159,40.76366043,-73.92630005
160,160,40.78046036,-73.94675446
161,161,40.77767944,-73.95474243
162,162,40.72248077,-73.98078156
163,163,40.72363281,-73.97920227
164,164,40.74861145,-73.98725128
165,165,40.73122025,-74.00267029
166,166,40.73361969,-74.00626373
167,167,40.73546219,-73.9770813
168,168,40.76604843,-73.92626953
169,169,40.71583557,-74.00678253
170,170,40.72319794,-73.99532318
171,171,40.80103302,-73.96489716
172,172,40.77481842,-73.95058441
173,173,40.76029968,-73.98542786
174,174,40.75091934,-74.0039978
175,175,40.76005936,-73.97775269
176,176,40.76250076,-73.98274231
177,177,40.67298126,-73.789711
178,178,40.75705338,-73.98077393
179,179,40.77407074,-73.98098755
180,180,40.75341797,-73.97503662
181,181,40.77129364,-73.95966339
182,182,40.75934219,-73.98086548
183,183,40.70589066,-74.00598907
184,184,40.75039673,-73.97173309
185,185,40.77360153,-73.94895935
186,186,40.79201126,-73.97392273
187,187,40.75529099,-73.97542572
188,188,40.70647049,-74.0045166
189,189,40.71401215,-73.99876404
190,190,40.72108841,-74.01006317
191,191,40.71470261,-74.01486206
192,192,40.73810959,-74.00865173
193,193,40.73564148,-73.99494171
194,194,40.76021957,-73.98004913
195,195,40.75156021,-73.98446655
196,196,40.71514893,-74.01339722
197,197,40.75695038,-73.97422028
198,198,40.7643013,-73.99201965
199,199,40.74266815,-73.98660278
200,200,40.75509644,-73.97692871
201,201,40.75979996,-73.97528839
202,202,40.80487061,-73.93907166
203,203,40.7698555,-73.98790741
204,204,40.74266815,-74.00733948
205,205,40.77732849,-73.96030426
206,206,40.74889755,-73.98838043
207,207,40.75059128,-73.98768616
208,208,40.75366974,-73.97563171
209,209,40.76150513,-73.9727478
210,210,40.77906036,-73.95391083
211,211,40.80657196,-73.95075226
212,212,40.7531395,-73.97264862
213,213,40.78402328,-73.95861053
214,214,40.73709488,-74.00135803
215,215,40.72713089,-74.03489685
216,216,40.75946045,-73.97039032
217,217,40.70314026,-74.01120758
218,218,40.75008774,-73.99181366
219,219,40.72583008,-73.99636078
220,220,40.76071548,-73.97476959
221,221,40.77413559,-73.96357727
222,222,40.74437332,-73.98577118
223,223,40.7497406,-73.99128723
224,224,40.77057648,-73.86509705
225,225,40.79354858,-73.94902802
226,226,40.75888443,-73.97476196
227,227,40.741642,-73.97503662
228,228,40.76824951,-73.9614563
229,229,40.73841095,-73.98972321
230,230,40.76023865,-73.9866333
231,231,40.72896576,-73.98865509
232,232,40.71445084,-74.01463318
233,233,40.7555809,-73.98336792
234,234,40.75815964,-73.97753906
235,235,40.82363892,-73.94786835
236,236,40.75435257,-73.98072052
237,237,40.75572968,-73.99084473
238,238,40.77024078,-73.86468506
239,239,40.75189972,-73.98193359
240,240,40.76611328,-73.96970367
241,241,40.7590332,-73.97102356
242,242,40.66724777,-73.95116425
243,243,40.75387955,-73.97756958
244,244,40.75510025,-73.97580719
245,245,40.76795959,-73.96389008
246,246,40.76036835,-73.9776535
247,247,40.71463394,-74.00715637
248,248,40.75097656,-73.97745514
249,249,40.71416855,-74.01410675
250,250,40.64369583,-73.78357697
251,251,40.7487793,-73.99152374
252,252,40.78340912,-73.95697784
253,253,40.72327042,-73.99835968
254,254,40.73360825,-73.98403931
255,255,40.76242065,-73.97226715
256,256,40.72071075,-74.0092926
257,257,40.64569855,-73.77632904
258,258,40.77030945,-73.98728943
259,259,40.75714111,-73.9778595
260,260,40.78163147,-73.94597626
261,261,40.76931,-73.95932007
262,262,40.75033569,-73.99464417
263,263,40.73638535,-73.97711182
264,264,40.76454163,-73.97003174
265,265,40.80406952,-73.9630127
266,266,40.76597977,-73.95558929
267,267,40.75583267,-73.97476959
268,268,40.75256729,-73.97483063
269,269,40.71794128,-74.00079346
270,270,40.80176163,-73.95349121
271,271,40.7548027,-73.97569275
272,272,40.76588058,-73.95521545
273,273,40.70354843,-74.01109314
274,274,40.7141304,-74.01410675
275,275,40.76155853,-73.98158264
276,276,40.76179123,-73.96839905
277,277,40.80916595,-73.96320343
278,278,40.74988937,-73.99150848
279,279,40.7906723,-73.95167542
280,280,40.78376007,-73.97956085
281,281,40.76015091,-73.9759903
282,282,40.77977753,-73.95603943
283,283,40.76200867,-73.96350861
284,284,40.7604599,-73.97471619
285,285,40.75841141,-73.97142792
286,286,40.75629044,-73.98739624
287,287,40.7600708,-73.97395325
288,288,40.75497818,-73.97234344
289,289,40.74655151,-73.97251129
290,290,40.76294708,-73.98757935
291,291,40.75047684,-73.9913559
292,292,40.75118637,-73.97830963
293,293,40.77770615,-73.95541382
294,294,40.77407074,-73.94827271
295,295,40.78710175,-73.95005798
296,296,40.78230286,-73.95263672
297,297,40.76197052,-73.97774506
298,298,40.70796967,-74.00363159
299,299,40.7208519,-74.00997162
300,300,40.76306915,-73.97788239
301,301,40.66716385,-73.93128204
302,302,40.75738907,-73.97013092
303,303,40.77445221,-73.87258148
304,304,40.76557541,-73.95497131
305,305,40.76395035,-73.95358276
306,306,40.66806793,-73.78329468
307,307,40.76247025,-73.9821167
308,308,40.80511093,-73.96230316
309,309,40.75592804,-73.98049164
310,310,40.71549988,-74.01358795
311,311,40.76548004,-73.98349762
312,312,40.76063156,-73.97898102
313,313,40.75498962,-74.00019836
314,314,40.77762985,-73.95477295
315,315,40.80532837,-73.9617157
316,316,40.76184082,-73.98040771
317,317,40.78473663,-73.95602417
318,318,40.8889122,-73.89302063
319,319,40.75901031,-73.97902679
320,320,40.73888016,-73.97741699
321,321,40.76438141,-73.96891785
322,322,40.74989319,-73.99382782
323,323,40.73990631,-73.98601532
324,324,40.76535797,-73.96808624
325,325,40.74645615,-73.97268677
326,326,40.76945877,-73.96067047
327,327,40.76399231,-73.95584869
328,328,40.64432144,-73.78208923
329,329,40.70781326,-74.00442505
330,330,40.77848053,-73.97799683
331,331,40.77202988,-73.96115875
332,332,40.80394363,-73.95432281
333,333,40.72079086,-74.00944519
334,334,40.77980042,-73.94732666
335,335,40.76551819,-73.95751953
336,336,40.78646851,-73.95072937
337,337,40.73981857,-73.98504639
338,338,40.81802368,-73.92541504
339,339,40.77352905,-73.91352844
340,340,40.76525879,-73.98329163
341,341,40.71044922,-74.00415802
342,342,40.76853561,-73.86199188
343,343,40.76311874,-73.97164917
344,344,40.70248032,-74.01235962
345,345,40.7822113,-73.97550964
346,346,40.74364853,-73.9864502
347,347,40.74206161,-73.99067688
348,348,40.76129913,-73.98325348
349,349,40.70368195,-73.95452881
350,350,40.71469879,-74.01380157
351,351,40.64374161,-73.78614807
352,352,40.76731873,-73.97994232
353,353,40.64619827,-73.77641296
354,354,40.76412201,-73.90209198
355,355,40.78131866,-73.95401001
356,356,40.78416061,-73.9564209
357,357,40.75802994,-73.97119904
358,358,40.73976135,-73.99517822
359,359,40.70568085,-74.00701904
360,360,40.75323105,-73.9749527
361,361,40.73634338,-73.9986496
362,362,40.76649094,-73.9569397
363,363,40.76581955,-73.9545517
364,364,40.76797104,-73.86418915
365,365,0.0,0.0
366,366,40.79614639,-73.94582367
367,367,40.77596664,-73.94708252
368,368,40.72930908,-73.98997498
369,369,40.75801849,-73.97361755
370,370,40.76521683,-73.95406342
371,371,40.78382874,-73.94721222
372,372,40.73643112,-73.97771454
373,373,40.75603104,-73.97852325
374,374,40.73735046,-73.97975922
375,375,40.7466507,-74.00161743
376,376,40.79457855,-73.96994019
377,377,40.71447372,-73.93500519
378,378,40.77432632,-73.87201691
379,379,40.76015854,-73.97379303
380,380,40.75013351,-73.99481201
381,381,40.72005081,-74.00959015
382,382,40.76184082,-73.99066162
383,383,40.75435638,-73.98045349
384,384,40.72890091,-74.00823212
385,385,40.77759171,-73.95526886
386,386,40.713871,-74.01069641
387,387,40.75767136,-73.98943329
388,388,40.81999969,-73.9131012
389,389,40.7349968,-73.98714447
390,390,40.7661705,-73.95604706
391,391,40.78138351,-73.97840881
392,392,40.75771332,-73.97496796
393,393,40.7604866,-73.97392273
394,394,40.74765015,-73.97088623
395,395,40.77584839,-73.91116333
396,396,40.71369934,-74.01148987
397,397,40.75411224,-73.97266388
398,398,40.78248978,-73.98101044
399,399,40.77220917,-73.95275116
400,400,40.75511169,-73.98478699
401,401,40.81137466,-73.94642639
402,402,40.74517059,-73.97273254
403,403,40.75733185,-73.92691803
404,404,40.74137878,-73.98564911
405,405,40.75799942,-73.97312927
406,406,40.80315018,-73.94837952
407,407,40.80315018,-73.94837952
408,408,40.70356369,-74.01337433
409,409,40.76041031,-73.98641968
410,410,40.75379181,-73.97342682
411,411,40.79687119,-73.9317627
412,412,40.76451492,-73.9552536
413,413,40.64580917,-73.77633667
414,414,40.76132202,-73.97203827
415,415,40.75679398,-73.97836304
416,416,40.75202179,-74.00469971
417,417,40.80474091,-73.93890381
418,418,40.76257324,-73.98207855
419,419,40.76081848,-73.98448944
420,420,40.75647736,-73.9818573
421,421,40.70466232,-74.00835419
422,422,40.71388626,-74.01457977
423,423,40.64366531,-73.7826004
424,424,40.72097015,-74.0100174
425,425,40.75848007,-73.97483826
426,426,40.75207138,-73.98152161
427,427,40.77957916,-73.98108673
428,428,40.76311874,-73.98316193
429,429,40.75403976,-73.97167206
430,430,40.76148224,-73.9786911
431,431,40.75806427,-73.96692657
432,432,40.73548889,-73.98771667
433,433,40.76054001,-73.9852066
434,434,40.79412079,-73.9723587
435,435,40.74509811,-73.95761108
436,436,40.7432518,-73.99120331
437,437,40.76052094,-73.98479462
438,438,40.71483994,-74.01365662
439,439,40.77312851,-73.96237183
440,440,40.78382874,-73.95025635
441,441,40.68420029,-73.92635345
442,442,40.74516678,-73.99799347
443,443,40.76253891,-73.98223114
444,444,40.76544952,-73.95481873
445,445,40.76504135,-73.9546814
446,446,40.77405548,-73.87102509
447,447,40.76408005,-73.97612
448,448,40.7559166,-73.9721756
449,449,40.7596817,-73.97942352
450,450,40.68153,-73.71605682
451,451,40.76399994,-73.98058319
452,452,40.76364517,-73.96211243
453,453,40.75045013,-73.99108887
454,454,40.75833893,-73.97267151
455,455,40.76477051,-73.95646667
456,456,40.70521164,-74.0075531
457,457,40.80405807,-73.93647003
458,458,40.76659012,-73.95728302
459,459,40.64458847,-73.78794861
460,460,40.73664093,-73.99320221
461,461,40.74933624,-74.0017395
462,462,40.69123077,-74.17713928
463,463,40.74993134,-73.99144745
464,464,40.75976944,-73.98445129
465,465,40.76340485,-73.9737854
466,466,40.80558395,-73.96188354
467,467,40.76039124,-73.96933746
468,468,40.75824356,-73.97470856
469,469,40.76427841,-73.97527313
470,470,40.76007462,-73.97415161
471,471,40.75716019,-73.97412109
472,472,40.75524139,-73.97653961
473,473,40.77600861,-73.96279907
474,474,40.75853348,-73.8935318
475,475,40.73843002,-73.97400665
476,476,40.76747513,-73.98150635
477,477,40.64556885,-73.7763443
478,478,0.0,0.0
479,479,40.76830292,-73.86172485
480,480,40.75587082,-73.96472168
481,481,40.7604332,-73.97575378
482,482,40.76332092,-73.9774704
483,483,40.71403885,-74.01371002
484,484,40.76312637,-73.96980286
485,485,40.75805664,-73.98150635
486,486,40.75352097,-73.9806366
487,487,40.7526207,-73.97824097
488,488,40.78084946,-73.98007202
489,489,40.68434143,-73.99215698
490,490,40.84127045,-73.94255066
491,491,0.0,0.0
492,492,40.75696945,-73.97593689
493,493,40.76586914,-73.97708893
494,494,40.76415634,-73.97652435
495,495,40.75347137,-73.98670197
496,496,40.75888824,-73.97055817
497,497,40.71429825,-74.01160431
498,498,40.75028992,-73.99134064
499,499,40.76639175,-73.98269653
500,500,40.73868942,-73.99961853
501,501,40.75542831,-73.97473907
502,502,40.78979111,-73.95246124
503,503,40.71485138,-74.01366425
504,504,40.76055145,-73.97756195
505,505,40.7655983,-73.95480347
506,506,40.71422958,-74.00283813
507,507,40.7573204,-73.96414185
508,508,40.71546555,-74.00920868
509,509,40.71546173,-74.01374054
510,510,40.79332352,-73.94865417
511,511,40.76940918,-73.96727753
512,512,40.75059891,-73.97154236
513,513,40.64524078,-73.77636719
514,514,40.75099945,-73.97845459
515,515,40.76331329,-73.97172546
516,516,40.74186707,-73.97869873
517,517,40.74580002,-73.98419952
518,518,40.76113129,-73.97628784
519,519,40.74521637,-73.99186707
520,520,40.77482605,-73.9489212
521,521,40.64431,-73.78211975
522,522,40.75016785,-73.99485779
523,523,40.78990173,-73.9523468
524,524,40.78321075,-73.95838928
525,525,40.74436188,-73.98410034
526,526,40.82174683,-73.94834137
527,527,40.75381851,-73.99952698
528,528,40.7590332,-73.97584534
529,529,40.71336365,-74.0110321
530,530,40.75706863,-73.98934937
531,531,40.74357986,-73.99978638
532,532,40.70288849,-74.01164246
533,533,40.75902176,-73.98558044
534,534,40.75311661,-73.97920227
535,535,40.75735855,-73.96958923
536,536,40.75416183,-73.98313141
537,537,40.7632103,-73.9743042
538,538,40.72014236,-74.01014709
539,539,40.74565125,-73.9778595
540,540,40.75245285,-74.00430298
541,541,40.78860855,-73.94355011
542,542,40.76409149,-73.97884369
543,543,40.64162445,-73.7890625
544,544,40.7615509,-73.98440552
545,545,40.71472931,-74.01489258
546,546,40.7789917,-73.95420837
547,547,40.76451874,-73.95835876
548,548,40.78812408,-73.9425354
549,549,40.73905182,-73.9777832
550,550,40.81067657,-73.96334839
551,551,40.77043533,-73.95774078
552,552,40.77716064,-73.96033478
553,553,40.76077271,-73.97493744
554,554,40.70778656,-74.01381683
555,555,40.75453568,-73.97158813
556,556,40.78930283,-73.95269775
557,557,40.77619553,-73.98767853
558,558,40.75955963,-73.9743576
559,559,40.75555038,-73.97293854
560,560,40.71466064,-74.01439667
561,561,40.75545502,-73.97039032
562,562,40.78263855,-73.95761871
563,563,40.76413345,-73.97664642
564,564,40.76122665,-74.00217438
565,565,40.75666046,-73.974823
566,566,40.7064209,-74.00608826
567,567,40.75476837,-73.98431396
568,568,40.75038147,-73.97457886
569,569,40.74723816,-73.9912796
570,570,40.74297333,-73.98654175
571,571,40.75906754,-73.97375488
572,572,40.78662872,-73.9813385
573,573,40.71700668,-74.01309204
574,574,40.76060104,-74.00231171
575,575,40.70727539,-74.00449371
576,576,40.76725006,-73.98168945
577,577,40.71487045,-74.0138092
578,578,40.75229645,-73.97759247
579,579,40.78156662,-73.95446777
580,580,40.75178909,-73.97360229
581,581,40.77273178,-73.98925018
582,582,40.81719971,-73.92585754
583,583,40.84741211,-73.97214508
584,584,40.75548172,-73.97789764
585,585,40.76152039,-73.97057343
586,586,40.78852081,-73.97683716
587,587,40.73913956,-73.99559784
588,588,40.76148987,-73.96914673
589,589,40.76148605,-73.97119141
590,590,40.64556885,-73.77639771
591,591,40.70328522,-74.00743866
592,592,40.75569916,-73.98181915
593,593,40.71295929,-74.01003265
594,594,40.74047852,-74.00402069
595,595,40.70721817,-74.00426483
596,596,40.75376892,-73.97633362
597,597,40.75498962,-73.97851563
598,598,40.7632103,-73.97756958
599,599,40.73129272,-74.0001297
600,600,40.76873016,-73.98191071
601,601,40.76044846,-73.97586823
602,602,40.760849,-73.96913147
603,603,40.7466507,-73.9743576
604,604,40.76587677,-73.98114014
605,605,40.73524094,-74.00135803
606,606,40.76436996,-73.95900726
607,607,40.77299118,-73.98950195
608,608,40.71131134,-74.01508331
609,609,40.64147186,-73.78890228
610,610,40.78879166,-73.97795105
611,611,40.64369202,-73.79029083
612,612,40.7710495,-73.98329926
613,613,40.75807953,-73.97766876
614,614,40.71221161,-74.00788879
615,615,40.76113129,-73.97964478
616,616,40.76422119,-73.9750824
617,617,40.77835464,-73.96096802
618,618,40.76839066,-73.96176147
619,619,40.75053787,-73.97180939
620,620,40.77275467,-73.94641876
621,621,40.76396942,-73.95333099
622,622,40.76040649,-73.97175598
623,623,40.81536865,-73.95290375
624,624,40.7673378,-73.95496368
625,625,40.72416687,-73.98490143
626,626,40.75603104,-73.98111725
627,627,40.75319672,-73.99776459
628,628,40.72153091,-74.01045227
629,629,40.70576096,-74.00701904
630,630,40.72669601,-73.98610687
631,631,40.74113083,-73.9878006
632,632,40.77949905,-73.95361328
633,633,40.75527573,-73.9757309
634,634,40.72517014,-73.99526215
635,635,40.77040863,-73.99133301
636,636,40.75592804,-73.98008728
637,637,40.78917694,-73.95285797
638,638,40.73708344,-73.9885788
639,639,40.72831345,-73.99419403
640,640,40.70216751,-74.009758
641,641,40.73883057,-73.97724915
642,642,40.75199509,-73.99362946
643,643,40.79004669,-73.94302368
644,644,40.76945114,-73.98831177
645,645,40.78386688,-73.98015594
646,646,0.0,0.0
647,647,40.7735405,-73.97924042
648,648,40.7841301,-73.9563446
649,649,40.76369858,-73.97991943
650,650,40.7371254,-73.98442841
651,651,40.75000381,-73.99160004
652,652,40.76339722,-73.97065735
653,653,40.74710083,-74.00773621
654,654,40.74069977,-73.97403717
655,655,40.75120163,-73.97576904
656,656,40.63999557,-74.02568817
657,657,40.7636261,-73.96942902
658,658,40.79159927,-73.95108032
659,659,40.73873138,-73.99961853
660,660,40.64408875,-73.79051208
661,661,40.75593948,-73.98330688
662,662,40.78962708,-73.96950531
663,663,40.77240753,-73.9586792
664,664,40.73413849,-73.99897003
665,665,40.71522903,-74.01340485
666,666,40.76131058,-73.98297882
667,667,40.75561142,-73.99360657
668,668,40.74119568,-74.00003052
669,669,40.70972061,-74.01052856
670,670,40.78865814,-73.95321655
671,671,40.76084518,-73.98416901
672,672,40.75207901,-73.99318695
673,673,40.76224518,-73.98165131
674,674,40.72156525,-74.01139069
675,675,40.78932571,-73.95470428
676,676,40.87284088,-73.91270447
677,677,40.74211884,-74.00816345
678,678,40.70706177,-74.00488281
679,679,40.7589798,-73.98371124
680,680,40.75991058,-73.97215271
681,681,40.77109146,-73.9538269
682,682,40.80270386,-73.96396637
683,683,40.75603867,-73.98293304
684,684,40.78850937,-73.97453308
685,685,40.74682236,-73.97272491
686,686,40.73009109,-74.00058746
687,687,40.74533844,-73.9804306
688,688,40.7644577,-73.97751617
689,689,40.8158989,-73.95287323
690,690,40.72883987,-74.00726318
691,691,40.77077103,-73.86540985
692,692,40.76414871,-73.97619629
693,693,40.75466156,-73.97989655
694,694,40.7767601,-73.98898315
695,695,40.76068878,-73.98586273
696,696,40.75033188,-73.99092865
697,697,40.76453018,-73.96587372
698,698,40.74903107,-74.00321198
699,699,40.72826004,-73.97898102
700,700,40.76036835,-73.98010254
701,701,40.76216125,-73.97910309
702,702,40.71136856,-74.01502228
703,703,40.76360321,-73.97788239
704,704,40.75713348,-73.97440338
705,705,40.64274979,-73.92266083
706,706,40.76376724,-73.96937561
707,707,40.75178146,-73.97818756
708,708,40.75418854,-73.99819946
709,709,40.76979828,-73.98189545
710,710,40.75361633,-73.99697113
711,711,40.8072319,-73.96439362
712,712,40.74503326,-73.98031616
713,713,40.81053925,-73.95607758
714,714,40.74961853,-73.98148346
715,715,40.75447083,-73.98016357
716,716,40.7514801,-73.97802734
717,717,40.73825073,-73.98395538
718,718,40.74915314,-73.98936462
719,719,40.76005936,-73.97743225
720,720,40.75835037,-73.99247742
721,721,40.78761673,-73.95075226
722,722,40.76956177,-73.95462799
723,723,40.75043869,-73.97866821
724,724,40.71371078,-73.99506378
725,725,40.75644302,-73.97911835
726,726,40.75024033,-73.99127197
727,727,40.73892975,-73.98721313
728,728,40.7854805,-73.96986389
729,729,40.75629044,-73.98301697
730,730,40.75027466,-73.97907257
731,731,40.78989029,-73.94597626
732,732,40.7553215,-73.98708344
733,733,40.79063034,-73.97221375
734,734,40.7830658,-73.94396973
735,735,40.74835968,-73.98255157
736,736,40.76010132,-73.95941925
737,737,40.73117828,-74.00125122
738,738,40.77695084,-73.94947815
739,739,40.75615311,-73.97886658
740,740,40.75829697,-73.97398376
741,741,40.75875854,-73.97467041
742,742,40.7419281,-73.98673248
743,743,40.75058746,-73.9787674
744,744,40.76070786,-73.98030853
745,745,40.75286865,-73.98210907
746,746,40.7114296,-74.01557159
747,747,40.75868607,-73.97091675
748,748,40.75472641,-73.98004913
749,749,40.7604599,-73.97527313
750,750,40.75094604,-73.99300385
751,751,40.75891876,-73.9706192
752,752,40.8045578,-73.95555115
753,753,40.73848724,-73.99539948
754,754,40.76259995,-73.96774292
755,755,40.76573181,-73.97650146
756,756,40.6683197,-73.98045349
757,757,40.78458023,-73.97154999
758,758,40.77272797,-73.87026215
759,759,40.7579689,-73.96997833
760,760,40.7589035,-73.97241211
761,761,40.75844955,-73.97216797
762,762,40.77405167,-73.87082672
763,763,40.77408981,-73.98226929
764,764,40.72445297,-73.82421875
765,765,40.73826599,-73.99905396
766,766,40.77719116,-73.96012115
767,767,40.75938797,-73.98558807
768,768,40.79777527,-73.94013977
769,769,40.76396561,-73.97458649
770,770,40.75263977,-73.97010803
771,771,40.65206146,-73.80622864
772,772,40.7403717,-73.97595215
773,773,40.75856018,-73.96729279
774,774,40.76476669,-73.96421814
775,775,40.71368027,-74.01126099
776,776,40.74925613,-73.99137878
777,777,40.77791977,-73.94582367
778,778,40.76071167,-73.97483063
779,779,40.70545578,-74.00866699
780,780,40.70220566,-74.01152802
781,781,40.76272964,-73.98210144
782,782,40.73052979,-73.95426941
783,783,40.74834061,-73.99071503
784,784,40.76063538,-73.98048401
785,785,40.76335907,-73.97048187
786,786,40.76781845,-73.98567963
787,787,40.74849319,-73.99036407
788,788,40.70565033,-74.00730896
789,789,40.70650101,-74.00559235
790,790,40.75030899,-73.99147797
791,791,40.76243591,-73.98019409
792,792,40.75363922,-73.98495483
793,793,40.74042892,-73.98651123
794,794,40.75588989,-73.96182251
795,795,40.75395966,-73.97774506
796,796,40.75409317,-73.98272705
797,797,40.7554512,-73.99344635
798,798,40.75667953,-73.98210144
799,799,40.76413727,-73.97342682
800,800,40.73913574,-73.98506165
801,801,40.75030899,-73.96878815
802,802,40.73897171,-73.98143005
803,803,40.70648956,-74.00784302
804,804,40.75339127,-73.98103333
805,805,40.76248932,-73.99642944
806,806,40.76168823,-73.96841431
807,807,40.75388718,-73.99371338
808,808,40.77995682,-73.96170044
809,809,40.72774887,-74.00176239
810,810,40.78594208,-73.96888733
811,811,40.76813889,-73.86148071
812,812,40.79449081,-73.97177124
813,813,40.73944092,-74.00808716
814,814,40.75141144,-73.97431183
815,815,40.76464081,-73.97701263
816,816,40.71480179,-74.00231934
817,817,40.74401855,-73.9854126
818,818,40.71335602,-74.01143646
819,819,40.75976181,-73.97415924
820,820,40.63351822,-74.01157379
821,821,40.75131607,-73.97647095
